idade,estado_civil,escolaridade,inadimplencia,saldo,fez_emprestimo,tempo_ult_contato,numero_contatos,aderencia_investimento
41,solteiro (a),medio,nao,879,sim,60,4,nao
32,casado (a),fundamental,nao,228,nao,1017,6,sim
41,casado (a),fundamental,nao,5310,nao,984,1,sim
42,casado (a),medio,nao,4945,nao,311,2,sim
33,solteiro (a),superior,nao,0,nao,236,10,nao
41,casado (a),medio,nao,-256,nao,147,2,nao
34,divorciado (a),medio,nao,44,nao,118,1,nao
53,casado (a),fundamental,nao,306,nao,388,3,sim
33,divorciado (a),medio,sim,10,sim,167,5,nao
29,solteiro (a),superior,nao,14,nao,87,1,nao
49,casado (a),fundamental,nao,305,sim,834,10,nao
51,casado (a),superior,nao,-3,nao,91,9,nao
40,casado (a),medio,nao,51,nao,50,1,nao
54,casado (a),superior,nao,8295,nao,207,1,sim
23,solteiro (a),fundamental,nao,4,nao,395,2,sim
32,solteiro (a),medio,nao,620,nao,1234,3,sim
42,casado (a),superior,nao,12223,nao,36,1,nao
75,divorciado (a),medio,nao,1341,nao,415,7,sim
31,solteiro (a),superior,nao,614,nao,72,4,nao
37,solteiro (a),medio,nao,2442,nao,91,3,sim
31,solteiro (a),medio,nao,360,nao,592,4,nao
31,casado (a),superior,nao,22546,nao,8,6,nao
39,divorciado (a),medio,nao,902,nao,691,2,sim
36,casado (a),superior,nao,3057,nao,2769,4,sim
46,solteiro (a),superior,nao,1410,nao,93,1,nao
36,solteiro (a),medio,sim,12,nao,587,2,sim
53,casado (a),medio,nao,459,nao,558,1,sim
34,casado (a),superior,nao,1611,nao,490,2,nao
35,divorciado (a),superior,nao,1354,nao,736,2,sim
38,casado (a),medio,nao,435,nao,193,2,nao
27,solteiro (a),medio,nao,671,nao,332,2,nao
56,casado (a),fundamental,nao,828,nao,214,1,nao
33,casado (a),medio,nao,4902,nao,110,1,nao
32,solteiro (a),superior,nao,2,nao,100,2,sim
37,casado (a),fundamental,nao,3242,nao,233,1,nao
30,casado (a),medio,nao,371,nao,124,2,nao
49,casado (a),superior,nao,1235,nao,354,3,sim
77,casado (a),superior,nao,7802,nao,421,1,sim
41,solteiro (a),medio,nao,75,nao,479,9,sim
42,casado (a),fundamental,nao,0,sim,209,2,nao
52,casado (a),medio,nao,2347,sim,603,3,nao
49,casado (a),medio,nao,0,sim,71,7,nao
47,casado (a),fundamental,nao,145,nao,157,6,nao
46,casado (a),fundamental,nao,2558,nao,107,1,nao
51,casado (a),medio,nao,2237,nao,619,1,nao
45,casado (a),medio,nao,5346,sim,187,1,sim
42,solteiro (a),superior,nao,525,nao,127,2,nao
59,casado (a),medio,nao,2381,nao,173,2,nao
67,casado (a),superior,nao,701,nao,254,2,sim
27,solteiro (a),medio,nao,842,nao,273,1,nao
46,divorciado (a),superior,nao,1297,nao,716,3,sim
60,solteiro (a),superior,nao,0,sim,151,1,nao
38,casado (a),medio,nao,279,nao,110,5,nao
28,solteiro (a),medio,nao,28,nao,220,2,nao
31,casado (a),fundamental,nao,355,sim,61,6,nao
38,casado (a),fundamental,nao,0,nao,179,2,nao
55,casado (a),fundamental,nao,284,sim,252,4,nao
58,casado (a),medio,nao,116,nao,580,3,nao
53,divorciado (a),medio,nao,4554,nao,8,6,nao
30,solteiro (a),superior,nao,6164,nao,152,11,nao
49,casado (a),medio,nao,280,nao,162,3,nao
25,solteiro (a),fundamental,nao,-221,nao,250,1,nao
48,casado (a),medio,nao,4415,nao,1032,3,sim
46,casado (a),superior,nao,-3,nao,205,2,nao
28,solteiro (a),medio,sim,-298,nao,559,7,nao
27,solteiro (a),medio,nao,158,nao,650,2,sim
49,casado (a),fundamental,nao,1019,nao,285,5,nao
54,casado (a),medio,nao,0,nao,161,1,sim
43,casado (a),fundamental,nao,-93,nao,402,2,nao
56,casado (a),superior,nao,21664,nao,214,8,nao
63,casado (a),medio,nao,474,nao,423,1,sim
38,casado (a),fundamental,nao,290,nao,283,1,nao
27,casado (a),medio,nao,0,nao,1608,13,sim
32,divorciado (a),superior,nao,874,nao,1282,6,sim
33,divorciado (a),medio,nao,1897,sim,197,1,nao
32,solteiro (a),medio,nao,604,sim,95,3,nao
48,casado (a),medio,nao,568,nao,378,2,sim
27,casado (a),medio,nao,186,nao,136,2,nao
29,solteiro (a),medio,nao,-194,nao,127,1,nao
27,solteiro (a),superior,nao,3733,nao,198,1,sim
59,casado (a),fundamental,nao,0,nao,207,2,nao
28,solteiro (a),medio,nao,56,nao,66,1,nao
33,casado (a),medio,nao,133,nao,218,1,sim
49,casado (a),medio,nao,197,nao,223,1,sim
32,casado (a),medio,nao,401,nao,294,2,nao
41,casado (a),superior,nao,231,nao,352,2,sim
44,casado (a),medio,nao,27,nao,485,1,nao
35,divorciado (a),medio,nao,3636,sim,808,2,sim
87,casado (a),fundamental,nao,230,nao,144,1,sim
63,casado (a),fundamental,nao,1084,nao,201,1,nao
51,casado (a),medio,nao,-379,nao,261,1,nao
32,solteiro (a),medio,nao,152,nao,158,2,sim
53,casado (a),fundamental,nao,27,nao,230,3,sim
44,casado (a),superior,nao,3463,sim,210,3,nao
31,casado (a),superior,nao,1331,nao,297,1,sim
30,casado (a),superior,nao,569,nao,976,12,sim
56,casado (a),fundamental,nao,3391,nao,243,1,sim
49,casado (a),fundamental,nao,3371,nao,269,2,sim
36,casado (a),fundamental,nao,1177,nao,330,1,sim
38,solteiro (a),medio,nao,578,nao,112,2,nao
28,solteiro (a),superior,nao,80,nao,676,2,sim
40,casado (a),medio,nao,9374,nao,7,8,nao
36,casado (a),superior,nao,9,nao,386,4,sim
33,casado (a),superior,nao,1412,nao,480,1,sim
33,casado (a),medio,nao,215,nao,543,12,nao
36,casado (a),medio,nao,1746,nao,99,1,nao
35,solteiro (a),medio,nao,35,nao,152,1,nao
56,divorciado (a),medio,nao,212,sim,27,1,nao
32,casado (a),medio,nao,759,nao,317,5,sim
32,solteiro (a),superior,nao,705,nao,20,4,nao
35,casado (a),medio,nao,786,sim,322,1,nao
57,casado (a),medio,nao,0,sim,104,2,nao
31,casado (a),medio,nao,500,nao,19,18,nao
44,solteiro (a),medio,nao,7138,nao,809,2,sim
39,solteiro (a),superior,nao,5803,nao,83,3,nao
57,casado (a),medio,nao,295,nao,151,11,nao
49,casado (a),medio,nao,320,nao,1971,4,sim
44,casado (a),medio,nao,310,nao,200,1,nao
38,solteiro (a),medio,nao,258,sim,587,2,nao
60,casado (a),fundamental,nao,252,sim,123,2,nao
35,casado (a),medio,nao,724,nao,287,2,sim
38,solteiro (a),superior,nao,0,nao,39,2,nao
61,casado (a),medio,nao,1191,nao,214,4,sim
37,casado (a),superior,nao,2685,nao,187,2,nao
34,casado (a),superior,nao,902,nao,159,1,nao
49,casado (a),medio,nao,1114,nao,283,1,nao
40,casado (a),superior,nao,542,nao,1816,1,nao
36,casado (a),medio,nao,4438,nao,446,1,sim
46,casado (a),fundamental,nao,2904,nao,277,2,nao
46,divorciado (a),medio,nao,-824,nao,429,3,sim
42,solteiro (a),medio,nao,1080,sim,951,3,sim
47,casado (a),medio,nao,1219,nao,697,4,sim
48,casado (a),superior,nao,1808,nao,245,1,sim
29,solteiro (a),medio,nao,417,nao,90,1,nao
31,casado (a),medio,nao,388,nao,730,2,nao
23,solteiro (a),superior,nao,736,nao,119,1,nao
48,casado (a),superior,nao,-471,nao,668,7,nao
38,casado (a),medio,nao,-278,nao,143,2,nao
33,casado (a),superior,nao,75,nao,204,4,nao
60,casado (a),fundamental,nao,362,sim,816,6,sim
42,divorciado (a),superior,nao,-166,nao,85,4,nao
46,divorciado (a),medio,nao,2232,nao,121,1,sim
48,casado (a),medio,nao,2294,nao,251,11,nao
48,casado (a),medio,nao,1738,nao,349,1,nao
45,casado (a),fundamental,nao,7353,nao,536,2,nao
39,divorciado (a),medio,nao,399,sim,133,2,nao
34,casado (a),medio,nao,50,nao,89,2,nao
59,casado (a),fundamental,nao,46,nao,78,2,nao
40,solteiro (a),medio,nao,462,sim,272,1,nao
66,casado (a),superior,nao,1948,nao,216,1,sim
55,divorciado (a),medio,nao,538,nao,353,2,sim
31,casado (a),medio,nao,191,nao,40,1,nao
33,solteiro (a),superior,nao,1410,nao,8,1,nao
57,casado (a),fundamental,nao,1238,nao,274,1,nao
58,divorciado (a),fundamental,nao,2538,nao,307,6,nao
30,solteiro (a),superior,nao,424,nao,298,4,sim
36,casado (a),superior,nao,167,nao,57,1,nao
50,casado (a),medio,nao,283,nao,226,3,nao
34,casado (a),medio,nao,351,nao,467,1,nao
45,divorciado (a),medio,nao,809,nao,155,2,nao
36,casado (a),superior,nao,222,nao,317,1,nao
53,casado (a),medio,nao,105,sim,74,2,nao
36,casado (a),superior,nao,1327,nao,174,2,nao
34,casado (a),medio,nao,0,nao,154,1,sim
28,solteiro (a),medio,nao,378,nao,346,1,nao
40,solteiro (a),superior,nao,0,nao,228,2,sim
30,solteiro (a),superior,nao,2186,nao,366,1,nao
33,casado (a),fundamental,nao,324,nao,217,2,nao
43,solteiro (a),medio,nao,34,nao,29,1,nao
40,solteiro (a),medio,nao,3,nao,998,1,sim
59,casado (a),fundamental,nao,0,nao,493,2,sim
38,casado (a),superior,nao,126,nao,164,2,nao
32,casado (a),medio,nao,736,nao,700,3,nao
50,casado (a),fundamental,nao,4108,nao,526,2,sim
30,solteiro (a),fundamental,nao,79,nao,317,1,nao
45,casado (a),medio,nao,68,nao,254,1,nao
30,solteiro (a),superior,nao,1372,nao,240,2,nao
53,casado (a),superior,nao,71,sim,86,1,nao
43,casado (a),medio,nao,520,nao,15,13,nao
49,casado (a),medio,nao,171,nao,19,3,nao
39,casado (a),medio,nao,607,nao,454,2,sim
37,casado (a),superior,nao,5355,nao,466,4,sim
47,solteiro (a),superior,nao,3727,nao,993,6,sim
35,casado (a),superior,nao,949,nao,245,2,nao
36,casado (a),fundamental,nao,177,nao,63,5,nao
45,casado (a),medio,nao,115,nao,209,4,nao
30,casado (a),medio,nao,125,nao,238,2,nao
43,solteiro (a),superior,nao,1304,nao,501,2,sim
40,casado (a),superior,nao,-117,nao,770,2,nao
38,casado (a),medio,nao,593,sim,1484,24,sim
38,casado (a),medio,nao,226,nao,762,3,sim
35,casado (a),medio,nao,4508,nao,854,1,sim
40,casado (a),fundamental,nao,2805,nao,173,6,nao
34,solteiro (a),medio,nao,0,nao,163,2,nao
36,divorciado (a),superior,nao,0,nao,81,4,nao
42,casado (a),medio,nao,179,nao,96,1,nao
25,solteiro (a),superior,nao,808,nao,267,2,sim
25,solteiro (a),medio,nao,304,nao,226,2,sim
31,casado (a),superior,nao,1224,sim,1441,2,sim
52,solteiro (a),superior,nao,1623,nao,21,17,nao
50,casado (a),superior,nao,3463,sim,96,1,sim
47,casado (a),medio,nao,3676,nao,567,1,sim
42,divorciado (a),superior,sim,2,nao,380,1,nao
28,solteiro (a),superior,nao,356,nao,76,2,nao
39,divorciado (a),superior,nao,1315,nao,1337,4,nao
41,casado (a),fundamental,nao,4,nao,74,5,nao
29,solteiro (a),superior,nao,2325,nao,125,1,sim
46,casado (a),medio,nao,1427,nao,32,3,nao
40,casado (a),superior,nao,3571,nao,222,3,nao
33,casado (a),medio,nao,181,sim,265,2,nao
59,casado (a),fundamental,nao,4198,nao,309,1,sim
54,divorciado (a),medio,nao,1327,nao,115,2,nao
51,casado (a),superior,nao,5108,nao,272,1,nao
46,casado (a),medio,nao,4,nao,268,1,sim
75,casado (a),medio,nao,3771,nao,185,1,sim
37,casado (a),medio,nao,480,nao,344,2,sim
33,solteiro (a),medio,nao,-56,sim,119,5,nao
56,divorciado (a),superior,nao,-59,sim,127,6,nao
43,casado (a),superior,nao,1188,nao,140,2,nao
29,solteiro (a),superior,nao,4210,nao,119,1,nao
63,divorciado (a),medio,nao,1490,nao,506,1,sim
43,casado (a),superior,nao,192,nao,203,2,nao
32,solteiro (a),superior,nao,41,nao,686,5,sim
58,divorciado (a),medio,nao,314,nao,67,2,nao
29,casado (a),fundamental,nao,200,nao,322,2,nao
34,casado (a),superior,nao,703,nao,342,1,sim
57,casado (a),medio,nao,11494,nao,198,1,nao
48,divorciado (a),medio,nao,4099,nao,397,2,sim
27,solteiro (a),medio,nao,489,nao,356,4,sim
33,solteiro (a),medio,nao,-416,nao,767,2,sim
55,casado (a),fundamental,nao,3334,nao,632,4,sim
54,casado (a),medio,nao,-630,nao,173,1,nao
60,casado (a),fundamental,nao,493,nao,671,4,sim
42,solteiro (a),superior,nao,-411,nao,78,5,nao
34,casado (a),fundamental,nao,351,sim,326,11,nao
46,casado (a),medio,nao,57,nao,796,1,sim
31,solteiro (a),superior,nao,462,sim,147,1,nao
30,solteiro (a),medio,nao,75,nao,123,1,nao
31,casado (a),medio,nao,631,nao,248,4,nao
47,casado (a),medio,nao,2,nao,89,1,nao
33,casado (a),superior,nao,273,nao,803,1,sim
44,divorciado (a),medio,nao,0,nao,389,5,nao
30,solteiro (a),medio,nao,648,sim,287,1,nao
33,solteiro (a),medio,nao,5235,nao,67,3,nao
57,casado (a),medio,nao,82,sim,140,1,nao
37,solteiro (a),medio,nao,3561,nao,98,1,nao
30,casado (a),superior,nao,1221,nao,279,4,sim
45,solteiro (a),fundamental,nao,1893,nao,1259,6,sim
36,solteiro (a),medio,nao,398,sim,77,2,nao
23,solteiro (a),superior,nao,1129,nao,806,1,sim
51,divorciado (a),fundamental,nao,602,nao,347,1,nao
43,casado (a),fundamental,nao,-98,sim,112,2,nao
59,divorciado (a),medio,nao,2921,nao,251,1,nao
54,casado (a),medio,nao,2225,sim,73,2,nao
32,solteiro (a),superior,nao,569,sim,348,1,nao
59,casado (a),superior,nao,2013,nao,222,4,sim
45,casado (a),medio,nao,-839,nao,68,1,nao
44,solteiro (a),superior,nao,5063,nao,418,2,sim
29,solteiro (a),superior,nao,572,nao,314,1,sim
37,divorciado (a),fundamental,nao,260,nao,446,2,nao
69,casado (a),medio,nao,745,nao,595,1,nao
28,solteiro (a),medio,nao,153,nao,1124,2,sim
34,divorciado (a),medio,nao,479,nao,515,1,sim
29,solteiro (a),medio,nao,1070,nao,30,1,sim
43,casado (a),fundamental,nao,7343,nao,217,4,nao
31,casado (a),superior,nao,5191,nao,187,2,nao
34,casado (a),superior,nao,3301,nao,485,2,sim
58,divorciado (a),medio,nao,-123,nao,131,2,nao
56,casado (a),medio,nao,2146,sim,594,1,nao
34,casado (a),medio,nao,1671,nao,160,1,nao
47,divorciado (a),medio,nao,136,sim,70,1,nao
31,casado (a),medio,nao,472,nao,907,2,nao
39,casado (a),superior,nao,278,sim,60,3,nao
50,divorciado (a),medio,nao,-54,sim,698,2,sim
38,casado (a),fundamental,nao,0,nao,29,32,nao
46,solteiro (a),medio,nao,324,nao,293,6,nao
57,casado (a),medio,nao,16063,nao,352,3,nao
43,casado (a),medio,nao,136,nao,363,7,sim
27,divorciado (a),medio,nao,76,nao,236,1,nao
58,casado (a),medio,nao,225,nao,122,6,nao
47,casado (a),medio,nao,1230,nao,412,1,sim
71,casado (a),medio,nao,2850,nao,185,1,sim
26,casado (a),medio,nao,115,nao,46,3,nao
34,casado (a),fundamental,nao,2929,nao,518,2,sim
58,casado (a),medio,nao,413,nao,104,5,nao
28,casado (a),medio,nao,2788,nao,369,2,sim
37,casado (a),superior,nao,410,nao,337,2,nao
32,solteiro (a),superior,nao,4665,nao,860,2,sim
41,casado (a),superior,nao,176,sim,42,1,nao
53,casado (a),medio,nao,665,nao,371,2,sim
49,casado (a),medio,nao,321,nao,135,3,nao
49,casado (a),medio,nao,823,nao,780,4,sim
37,solteiro (a),medio,nao,1050,nao,586,3,nao
33,casado (a),medio,nao,95,nao,335,1,sim
64,casado (a),superior,nao,846,nao,671,1,sim
25,solteiro (a),medio,nao,505,sim,386,2,sim
43,casado (a),superior,nao,291,nao,150,2,nao
34,solteiro (a),superior,nao,6766,nao,210,5,nao
60,casado (a),medio,nao,3735,nao,190,1,sim
53,casado (a),medio,nao,459,nao,317,6,nao
33,solteiro (a),medio,nao,706,nao,329,1,nao
36,solteiro (a),medio,nao,475,nao,141,3,nao
26,solteiro (a),medio,nao,443,nao,84,3,nao
41,casado (a),medio,nao,0,sim,107,1,nao
37,casado (a),medio,nao,140,sim,490,1,nao
33,casado (a),fundamental,nao,925,nao,884,3,nao
22,solteiro (a),fundamental,nao,3472,nao,332,1,sim
32,solteiro (a),medio,nao,133,nao,171,1,sim
36,casado (a),superior,nao,0,nao,147,2,nao
34,divorciado (a),superior,nao,674,nao,587,2,sim
38,casado (a),superior,nao,0,nao,206,1,nao
33,solteiro (a),superior,nao,-53,nao,617,2,nao
31,solteiro (a),superior,nao,12569,nao,344,1,sim
48,casado (a),superior,nao,0,nao,176,15,nao
33,casado (a),medio,nao,6699,nao,425,1,nao
29,solteiro (a),superior,nao,437,nao,504,1,sim
31,casado (a),superior,nao,2603,nao,280,4,sim
27,solteiro (a),fundamental,nao,-179,nao,54,2,nao
51,casado (a),medio,nao,95,nao,1309,4,sim
33,solteiro (a),fundamental,nao,1,nao,257,1,nao
61,divorciado (a),superior,nao,6610,nao,481,2,sim
33,casado (a),medio,nao,359,nao,210,1,nao
33,casado (a),medio,nao,804,sim,266,1,nao
59,divorciado (a),fundamental,nao,133,nao,206,1,nao
33,casado (a),medio,nao,137,sim,305,12,nao
83,casado (a),fundamental,nao,425,nao,883,1,sim
36,divorciado (a),medio,nao,1594,nao,250,3,nao
46,casado (a),superior,nao,2262,nao,44,14,nao
29,solteiro (a),medio,nao,113,nao,328,2,sim
44,casado (a),fundamental,nao,4758,nao,712,6,sim
26,solteiro (a),medio,nao,856,sim,95,5,nao
40,casado (a),medio,nao,-378,sim,541,1,nao
46,divorciado (a),medio,nao,435,nao,192,3,nao
26,casado (a),superior,nao,454,sim,28,18,nao
39,casado (a),superior,nao,562,nao,303,2,nao
36,solteiro (a),superior,nao,613,nao,86,2,nao
39,casado (a),medio,nao,266,nao,102,2,nao
38,divorciado (a),medio,nao,70,nao,255,3,sim
39,casado (a),medio,nao,-540,nao,29,1,nao
35,divorciado (a),medio,nao,69,nao,461,3,nao
31,solteiro (a),medio,nao,1588,nao,14,1,nao
29,solteiro (a),superior,nao,455,nao,403,1,sim
46,casado (a),medio,nao,556,sim,646,3,sim
45,divorciado (a),fundamental,nao,3854,nao,10,3,nao
48,casado (a),medio,nao,10655,nao,5,3,nao
47,solteiro (a),superior,nao,0,nao,58,3,nao
44,casado (a),superior,nao,1058,nao,188,3,sim
41,divorciado (a),fundamental,nao,664,sim,955,5,sim
43,casado (a),medio,nao,104,nao,635,3,sim
33,solteiro (a),superior,nao,621,nao,217,1,nao
39,casado (a),superior,nao,2763,nao,526,2,sim
59,casado (a),medio,nao,0,nao,812,1,sim
41,casado (a),superior,nao,6563,nao,136,8,nao
31,solteiro (a),medio,nao,609,nao,1126,1,nao
50,casado (a),medio,nao,1011,nao,340,2,nao
37,solteiro (a),medio,nao,3665,nao,664,3,sim
55,divorciado (a),superior,nao,1983,nao,123,1,nao
37,casado (a),superior,nao,0,nao,115,1,nao
40,casado (a),superior,nao,-17,sim,474,1,sim
38,solteiro (a),superior,nao,25,nao,232,2,sim
36,casado (a),superior,nao,605,nao,204,1,nao
36,casado (a),medio,nao,1328,nao,82,4,nao
44,solteiro (a),superior,nao,2734,nao,897,4,sim
60,casado (a),medio,nao,1025,nao,388,8,nao
32,casado (a),superior,nao,62,nao,166,1,nao
35,casado (a),superior,nao,118,nao,358,2,nao
32,solteiro (a),medio,nao,493,nao,289,2,nao
39,casado (a),medio,nao,406,nao,253,5,nao
50,casado (a),medio,nao,60,sim,151,8,nao
42,solteiro (a),medio,nao,-247,sim,519,1,sim
45,casado (a),medio,nao,204,nao,224,2,sim
54,casado (a),superior,nao,876,nao,269,3,sim
52,casado (a),fundamental,nao,1141,nao,22,5,nao
35,solteiro (a),fundamental,nao,1147,sim,29,1,nao
28,solteiro (a),medio,nao,1633,nao,275,1,sim
36,solteiro (a),superior,nao,490,nao,207,8,sim
59,casado (a),medio,nao,1,nao,159,2,sim
35,casado (a),fundamental,nao,0,nao,90,6,nao
43,casado (a),medio,nao,3060,nao,253,2,nao
55,casado (a),medio,nao,1011,nao,112,2,nao
26,solteiro (a),medio,nao,236,sim,8,2,nao
31,divorciado (a),medio,nao,202,nao,146,1,nao
30,solteiro (a),medio,nao,20,nao,404,6,nao
38,casado (a),medio,nao,0,nao,82,4,nao
59,casado (a),superior,nao,9676,nao,234,2,sim
48,solteiro (a),superior,nao,2330,nao,15,1,nao
36,solteiro (a),medio,nao,1511,nao,270,1,sim
26,solteiro (a),medio,nao,668,nao,576,3,sim
26,solteiro (a),fundamental,nao,-887,nao,827,2,sim
35,casado (a),medio,nao,978,nao,1370,3,sim
43,casado (a),medio,nao,667,nao,228,3,nao
35,solteiro (a),superior,nao,44,nao,310,2,nao
37,casado (a),fundamental,nao,37,nao,24,2,nao
64,casado (a),medio,nao,1574,nao,301,3,sim
58,casado (a),medio,nao,590,sim,133,1,nao
41,casado (a),medio,nao,2993,nao,24,12,nao
49,casado (a),fundamental,nao,902,nao,210,2,nao
38,casado (a),superior,nao,2812,nao,830,1,sim
49,divorciado (a),fundamental,nao,15,nao,550,7,nao
49,casado (a),fundamental,nao,-384,nao,25,1,nao
53,casado (a),medio,nao,225,nao,304,1,nao
48,divorciado (a),medio,sim,20,nao,145,3,nao
59,casado (a),fundamental,nao,1727,nao,500,4,sim
28,casado (a),medio,nao,8,nao,196,1,nao
42,divorciado (a),medio,nao,936,nao,931,1,sim
60,solteiro (a),fundamental,nao,11262,nao,323,1,sim
36,casado (a),superior,nao,16430,nao,197,3,nao
51,divorciado (a),medio,nao,9228,nao,655,4,sim
42,casado (a),fundamental,nao,-679,sim,159,1,nao
36,casado (a),superior,nao,9269,sim,107,2,nao
62,casado (a),superior,nao,1859,nao,245,3,sim
37,casado (a),medio,nao,427,sim,371,3,nao
28,solteiro (a),medio,nao,2700,nao,337,4,nao
27,divorciado (a),medio,nao,451,nao,652,1,sim
34,casado (a),medio,nao,1076,nao,152,1,sim
42,divorciado (a),superior,nao,0,nao,131,2,nao
69,casado (a),fundamental,nao,579,nao,230,1,nao
45,casado (a),superior,nao,265,nao,14,3,nao
46,casado (a),fundamental,nao,222,nao,71,2,nao
26,solteiro (a),superior,nao,294,nao,87,1,sim
53,solteiro (a),medio,nao,2398,nao,317,1,sim
40,solteiro (a),medio,nao,1670,nao,161,2,nao
36,divorciado (a),fundamental,nao,-308,nao,725,1,sim
37,casado (a),superior,nao,393,nao,567,3,sim
48,casado (a),fundamental,sim,-583,nao,25,7,nao
30,solteiro (a),medio,nao,-522,sim,670,2,sim
32,solteiro (a),medio,nao,0,nao,594,4,sim
40,casado (a),medio,nao,1836,nao,750,2,sim
52,casado (a),superior,nao,3163,nao,56,6,nao
52,casado (a),fundamental,nao,1054,nao,273,1,nao
43,casado (a),medio,nao,699,sim,1258,2,sim
27,casado (a),medio,nao,710,sim,653,1,sim
32,casado (a),superior,nao,2349,nao,134,5,nao
32,casado (a),superior,nao,5878,nao,159,2,nao
31,solteiro (a),medio,nao,-219,nao,66,2,nao
45,divorciado (a),fundamental,nao,-311,nao,1030,1,sim
19,solteiro (a),fundamental,nao,103,nao,104,2,sim
25,solteiro (a),superior,nao,343,nao,377,1,sim
44,solteiro (a),medio,nao,1679,nao,718,1,sim
38,casado (a),medio,nao,6728,nao,232,1,sim
27,solteiro (a),superior,nao,5291,nao,192,2,sim
34,solteiro (a),superior,nao,4348,nao,373,8,nao
32,solteiro (a),medio,nao,249,nao,258,1,nao
56,casado (a),medio,nao,344,nao,221,1,nao
37,casado (a),superior,nao,3913,nao,124,1,sim
34,divorciado (a),superior,nao,262,nao,371,1,nao
35,casado (a),superior,nao,8,nao,93,3,sim
41,casado (a),superior,nao,326,nao,788,1,sim
39,casado (a),medio,nao,0,nao,53,1,nao
44,divorciado (a),medio,nao,-329,nao,171,1,nao
28,solteiro (a),medio,nao,517,sim,681,1,sim
39,casado (a),superior,nao,0,nao,46,2,nao
56,casado (a),medio,nao,1044,nao,353,2,sim
36,casado (a),fundamental,nao,1925,nao,904,2,sim
42,casado (a),medio,nao,130,nao,285,1,nao
29,solteiro (a),medio,nao,908,nao,1663,1,sim
30,solteiro (a),superior,nao,4213,nao,142,4,nao
33,solteiro (a),medio,nao,2085,nao,501,2,sim
54,divorciado (a),fundamental,nao,4382,nao,193,4,nao
38,casado (a),superior,nao,950,nao,210,2,nao
35,solteiro (a),medio,nao,5731,nao,164,2,nao
30,casado (a),fundamental,nao,-518,sim,244,6,nao
55,divorciado (a),superior,nao,9756,nao,103,2,sim
28,solteiro (a),medio,nao,4745,nao,360,1,sim
84,divorciado (a),fundamental,nao,639,nao,353,3,sim
32,divorciado (a),superior,nao,883,nao,798,1,sim
73,casado (a),fundamental,nao,279,nao,399,3,sim
32,casado (a),superior,nao,273,sim,97,3,nao
36,solteiro (a),superior,nao,553,nao,106,2,nao
77,divorciado (a),superior,nao,4659,nao,161,1,sim
52,casado (a),medio,nao,2087,nao,267,1,sim
40,casado (a),medio,nao,-396,nao,127,1,nao
41,casado (a),fundamental,nao,1172,nao,153,1,nao
31,casado (a),fundamental,nao,25,nao,169,5,nao
58,casado (a),fundamental,nao,0,nao,535,2,nao
55,divorciado (a),medio,nao,61,sim,113,3,nao
62,divorciado (a),superior,nao,0,nao,227,2,sim
39,casado (a),medio,nao,4722,nao,483,1,nao
38,casado (a),medio,nao,0,sim,1473,6,nao
56,divorciado (a),fundamental,sim,1238,nao,1558,1,sim
41,divorciado (a),medio,nao,6046,sim,300,6,sim
34,casado (a),fundamental,nao,1666,nao,30,1,nao
42,solteiro (a),superior,nao,10907,nao,74,3,nao
35,divorciado (a),medio,nao,275,sim,144,5,nao
29,solteiro (a),medio,nao,3672,sim,1210,1,nao
54,casado (a),medio,nao,0,nao,1366,1,nao
41,solteiro (a),medio,nao,1020,nao,882,1,sim
48,casado (a),medio,nao,1355,nao,134,2,nao
32,solteiro (a),medio,nao,473,nao,624,5,nao
46,casado (a),medio,nao,271,nao,134,4,nao
51,casado (a),medio,nao,1415,nao,151,3,nao
56,casado (a),medio,nao,16873,nao,223,1,nao
35,casado (a),superior,nao,1145,nao,82,2,nao
42,casado (a),superior,nao,157,sim,650,1,nao
46,casado (a),medio,nao,0,sim,239,2,nao
31,divorciado (a),fundamental,nao,459,nao,623,1,sim
56,divorciado (a),fundamental,nao,694,nao,144,1,sim
39,solteiro (a),superior,nao,426,nao,1029,1,sim
58,solteiro (a),superior,nao,331,sim,82,3,nao
40,solteiro (a),medio,nao,100,nao,221,1,sim
28,solteiro (a),medio,nao,168,nao,347,3,sim
44,solteiro (a),medio,nao,5045,nao,20,6,nao
36,casado (a),superior,nao,495,nao,213,3,sim
42,divorciado (a),medio,nao,257,nao,955,2,sim
54,divorciado (a),superior,nao,1295,nao,179,10,nao
53,divorciado (a),medio,nao,-905,nao,213,1,nao
41,casado (a),medio,nao,2125,sim,285,3,nao
31,solteiro (a),medio,nao,747,nao,543,2,sim
42,casado (a),medio,nao,0,nao,82,12,nao
25,solteiro (a),superior,nao,1420,nao,124,2,nao
70,divorciado (a),medio,nao,6850,nao,252,3,nao
56,casado (a),medio,nao,1270,nao,80,2,nao
25,casado (a),superior,nao,10,nao,857,4,sim
35,divorciado (a),superior,nao,0,nao,171,1,sim
35,solteiro (a),superior,nao,2988,nao,179,1,nao
38,casado (a),fundamental,nao,506,sim,122,1,nao
59,solteiro (a),medio,nao,351,nao,1063,5,sim
30,solteiro (a),medio,sim,239,nao,412,1,sim
53,casado (a),superior,nao,15,nao,921,2,sim
32,solteiro (a),superior,nao,2536,nao,958,6,sim
50,casado (a),medio,nao,669,nao,88,1,nao
38,solteiro (a),superior,nao,623,nao,297,4,sim
